Geneid SRR420912 SRR420913 SRR420914 SRR420915 SRR420916 SRR420917
BGIOSGA009246 0 0 0 0 0 0
BGIOSGA009247 9 4 6 10 0 10
BGIOSGA009248 2 0 0 0 0 2
BGIOSGA009249 0 0 0 0 0 0
BGIOSGA009250 2 2 4 0 4 0
BGIOSGA009251 2069 3790 4584 1036 2118 1115
BGIOSGA009252 731 186 176 559 2 151
BGIOSGA009253 259 344 431 187 281 175
BGIOSGA009254 1693 3677 2906 1348 1875 1874
BGIOSGA009255 144 54 52 55 11 21
BGIOSGA009256 0 0 0 0 0 0
BGIOSGA009257 52 98 29 71 23 96
BGIOSGA009258 0 0 0 0 0 0
BGIOSGA009259 4 0 0 0 0 0
BGIOSGA009260 0 0 0 0 0 0
BGIOSGA009261 11 0 0 10 0 3
BGIOSGA009262 23 8 2 10 0 0
BGIOSGA009263 0 0 0 0 0 0
BGIOSGA009264 464 299 504 507 403 384
BGIOSGA009265 50 246 38 60 102 56
BGIOSGA009266 0 0 0 0 2 0
BGIOSGA009267 97 7 12 94 2 40
BGIOSGA009268 110 185 125 103 237 192
BGIOSGA009269 18 8 10 11 0 2
BGIOSGA009270 121 72 52 60 41 201
BGIOSGA009271 548 310 151 1037 251 475
BGIOSGA009272 861 438 388 681 343 451
BGIOSGA009273 0 2 2 2 0 13
BGIOSGA009274 54 50 33 80 4 85
BGIOSGA009275 3 6 7 7 0 3
BGIOSGA009276 3358 697 1121 1318 561 631
BGIOSGA009277 6 2 2 19 8 10
BGIOSGA009278 1115 410 226 747 234 599
BGIOSGA009279 0 0 0 0 0 2
BGIOSGA009280 0 0 0 1 0 0
BGIOSGA009281 1 0 0 4 0 4
BGIOSGA009282 8 1 4 14 0 2
BGIOSGA009283 2059 388 388 1260 144 534
BGIOSGA009284 4 4 4 2 13 5
BGIOSGA009285 9 45 35 33 32 53
BGIOSGA009286 0 0 0 0 0 0
BGIOSGA009287 0 0 0 0 0 0
BGIOSGA009288 73 20 43 121 2 150
BGIOSGA009289 14 4 4 20 2 1
BGIOSGA009290 404 70 251 241 2 152
BGIOSGA009291 412 104 230 259 102 139
BGIOSGA009292 1806 740 975 985 294 386
BGIOSGA009293 1504 953 1146 901 889 522
BGIOSGA009294 0 0 0 0 0 0
BGIOSGA009295 190 116 170 201 130 199
BGIOSGA009296 0 5 1 0 3 2
BGIOSGA009297 838 166 175 517 19 214
BGIOSGA009298 12 0 6 139 6 52
BGIOSGA009299 72 59 92 96 153 113
BGIOSGA009300 248 698 119 244 237 888
BGIOSGA009301 181 83 179 162 48 103
BGIOSGA009302 108 32 117 121 41 108
BGIOSGA009303 879 1336 1326 1118 1288 875
BGIOSGA009304 28 402 28 114 311 77
BGIOSGA009305 7 4 10 8 2 29
BGIOSGA009306 367 335 473 384 348 435
BGIOSGA009307 15 256 15 31 178 69
BGIOSGA009308 249 276 46 317 376 160
BGIOSGA009309 2 3 0 0 0 0
BGIOSGA009310 1327 304 585 1079 232 581
BGIOSGA009311 483 370 572 684 413 401
BGIOSGA009312 641 1033 877 665 889 517
BGIOSGA009313 427 14 51 463 0 82
BGIOSGA009314 524 201 346 621 125 366
BGIOSGA009315 1272 705 840 742 586 664
BGIOSGA009316 1422 1910 1829 829 1921 796
BGIOSGA009317 123 76 170 55 65 144
BGIOSGA009318 21 184 27 12 93 55
BGIOSGA009319 0 71 3 0 20 50
BGIOSGA009320 775 1342 1572 1140 1356 1241
BGIOSGA009321 1558 3380 2635 1932 972 725
BGIOSGA009322 7 6 28 21 0 9
BGIOSGA009323 229 166 119 280 158 202
BGIOSGA009324 158 50 11 315 81 83
BGIOSGA009325 292 165 366 322 171 339
BGIOSGA009326 8 56 3 2 25 8
BGIOSGA009327 59 0 8 47 2 39
BGIOSGA009328 472 339 420 212 167 108
BGIOSGA009329 518 297 472 423 217 329
BGIOSGA009330 0 0 0 0 0 2
BGIOSGA009331 53 11 38 28 6 8
BGIOSGA009332 178 54 219 168 20 144
BGIOSGA009333 5 5 42 20 2 35
BGIOSGA009334 444 180 216 193 141 215
BGIOSGA009335 405 786 774 205 778 405
BGIOSGA009336 1296 1195 710 2083 1802 2384
BGIOSGA009337 0 0 0 0 0 0
BGIOSGA009338 338 414 412 334 427 476
BGIOSGA009339 2 6 4 29 2 46
BGIOSGA009340 14 10 0 33 14 22
BGIOSGA009341 2 6 2 8 0 4
BGIOSGA009342 126 50 71 142 13 123
BGIOSGA009343 14 12 5 15 14 15
BGIOSGA009344 804 510 574 714 603 526
BGIOSGA009345 561 523 208 440 452 369
BGIOSGA009346 37 12 4 32 6 20
BGIOSGA009347 0 0 0 0 0 0
BGIOSGA009348 142 39 69 110 13 71
BGIOSGA009349 0 0 0 0 0 0
BGIOSGA009350 467 721 100 429 539 439
BGIOSGA009351 31 6 2 13 2 6
BGIOSGA009352 75 15 0 33 34 36
BGIOSGA009353 2753 2002 2859 3643 2080 2551
BGIOSGA009354 13 8 3 7 0 5
BGIOSGA009355 277 266 488 261 151 351
BGIOSGA009356 8 1 4 5 5 4
BGIOSGA009357 102 94 260 180 188 183
BGIOSGA009358 0 0 0 0 0 0
BGIOSGA009359 149 28 10 80 0 6
BGIOSGA009360 672 239 419 410 210 321
BGIOSGA009361 0 0 0 0 0 0
BGIOSGA009362 2737 292 114 4539 18 1175
BGIOSGA009363 170 24 13 318 2 124
BGIOSGA009364 0 0 0 0 0 0
BGIOSGA009365 0 0 0 0 0 0
BGIOSGA009366 63 17 31 17 10 51
BGIOSGA009367 25 0 2 22 0 2
BGIOSGA009368 119 37 19 46 0 31
BGIOSGA009369 0 2 0 4 0 0
BGIOSGA009370 0 0 0 0 1 0
BGIOSGA009371 0 0 0 0 0 0
BGIOSGA009372 0 0 0 0 0 0
BGIOSGA009373 0 0 0 0 0 0
BGIOSGA009374 2 0 0 0 0 0
BGIOSGA009375 2 0 0 4 0 0
BGIOSGA009376 0 0 2 4 0 9
BGIOSGA009377 0 0 0 0 2 0
BGIOSGA009378 2 7 0 0 10 4
BGIOSGA009379 0 0 0 0 0 0
BGIOSGA009380 226 1401 144 398 1221 966
BGIOSGA009381 0 0 0 0 0 0
BGIOSGA009382 19 22 21 25 24 18
BGIOSGA009383 0 0 0 0 0 0
BGIOSGA009384 0 0 0 0 0 0
BGIOSGA009385 0 0 0 0 0 0
BGIOSGA009386 52 75 169 115 42 152
BGIOSGA009387 134 265 209 229 115 226
BGIOSGA009388 200 20 0 207 0 8
BGIOSGA009389 2 1 0 0 0 0
BGIOSGA009390 6 0 0 0 2 0
BGIOSGA009391 7 0 2 0 2 0
BGIOSGA009392 3 132 11 6 2 3
BGIOSGA009393 145 419 481 198 489 430
BGIOSGA009394 2448 796 749 1107 515 867
BGIOSGA009395 413 138 777 795 116 1073
BGIOSGA009396 96 74 53 49 71 55
BGIOSGA009397 121 61 46 62 42 60
BGIOSGA009398 8 18 2 22 0 4
BGIOSGA009399 76 657 150 464 694 471
BGIOSGA009400 168 888 1368 498 813 1292
BGIOSGA009401 56 40 18 80 17 56
BGIOSGA009402 10 6 7 4 1 9
BGIOSGA009403 563 325 554 293 193 161
BGIOSGA009404 422 318 809 224 237 236
BGIOSGA009405 35 67 39 55 86 92
BGIOSGA009406 249 18 66 139 0 56
BGIOSGA009407 4 0 4 9 0 2
BGIOSGA009408 0 0 0 1 0 1
BGIOSGA009409 357 123 70 251 7 77
BGIOSGA009410 0 0 0 0 0 0
BGIOSGA009411 1583 2685 2151 2814 2041 2476
BGIOSGA009412 385 259 93 953 167 379
BGIOSGA009413 48 77 50 97 81 147
BGIOSGA009414 171 56 71 82 41 54
BGIOSGA009415 2016 604 1051 764 306 589
BGIOSGA009416 174 46 115 158 74 101
BGIOSGA009417 213 119 182 209 139 190
BGIOSGA009418 63 41 55 92 9 31
BGIOSGA009419 478 153 413 419 145 242
BGIOSGA009420 12 14 10 32 8 6
BGIOSGA009421 245 51 89 88 59 62
BGIOSGA009422 121 26 3 60 0 16
BGIOSGA009423 314 386 270 265 300 231
BGIOSGA009424 4 10 4 5 12 4
BGIOSGA009425 58 237 403 131 360 265
BGIOSGA009426 158 372 390 198 419 237
BGIOSGA009427 2441 1245 2167 2059 1053 1467
BGIOSGA009428 0 0 0 0 0 0
BGIOSGA009429 2301 506 831 1279 307 665
BGIOSGA009430 0 0 0 0 0 0
BGIOSGA009431 269 143 150 143 57 109
BGIOSGA009432 3 0 0 10 0 0
BGIOSGA009433 10 4 3 29 3 4
BGIOSGA009434 7 23 36 53 26 57
BGIOSGA009435 45 33 31 43 29 72
BGIOSGA009436 149 77 240 122 33 56
BGIOSGA009437 60 113 38 116 113 84
BGIOSGA009438 0 0 0 0 0 0
BGIOSGA009439 0 0 0 0 0 0
BGIOSGA009440 935 256 590 430 99 213
BGIOSGA009441 0 0 0 2 0 0
BGIOSGA009442 222 143 90 217 184 325
BGIOSGA009443 24 16 6 44 6 33
BGIOSGA009444 19 6 38 23 0 10
BGIOSGA009445 0 0 1 0 0 0
BGIOSGA009446 28 3 9 5 0 1
BGIOSGA009447 0 0 0 0 0 0
BGIOSGA009448 0 0 0 0 0 0
BGIOSGA009449 153 135 315 185 186 147
BGIOSGA009450 0 0 0 0 0 0
BGIOSGA009451 0 1 3 0 0 2
BGIOSGA009452 0 2 3 5 0 0
BGIOSGA009453 304 287 507 322 379 416
BGIOSGA009454 3 0 0 2 4 8
BGIOSGA009455 465 2585 343 315 949 480
BGIOSGA009456 4 0 5 3 0 2
BGIOSGA009457 0 0 0 0 0 0
BGIOSGA009458 16 5 4 13 4 27
BGIOSGA009459 774 1272 1158 752 1603 864
BGIOSGA009460 98 71 83 117 56 139
BGIOSGA009461 849 1048 1135 1379 1624 1696
BGIOSGA009462 1750 1580 389 1015 1720 639
BGIOSGA009463 372 625 409 292 746 562
BGIOSGA009464 0 0 0 0 1 0
BGIOSGA009465 0 0 0 0 0 0
BGIOSGA009466 5 5 14 3 8 2
BGIOSGA009467 11 9 12 18 15 16
BGIOSGA009468 32 32 47 63 44 55
BGIOSGA009469 492 102 467 519 47 221
BGIOSGA009470 136 45 23 70 33 34
BGIOSGA009471 30 2 5 73 0 6
BGIOSGA009472 0 0 0 0 0 0
BGIOSGA009473 11 5 5 5 5 11
BGIOSGA009474 0 0 1 2 0 0
BGIOSGA009475 559 291 458 400 168 317
BGIOSGA009476 0 0 0 0 0 2
BGIOSGA009477 18 3 30 12 19 15
BGIOSGA009478 237 255 317 243 329 199
BGIOSGA009479 0 0 0 0 0 1
BGIOSGA009480 765 1253 662 412 1223 548
BGIOSGA009481 12 305 37 12 398 93
BGIOSGA009482 2 32 5 0 18 7
BGIOSGA009483 0 0 0 0 0 0
BGIOSGA009484 196 73 149 118 53 95
BGIOSGA009485 165 190 189 190 205 187
BGIOSGA009486 84 86 124 37 59 66
BGIOSGA009487 244 1131 63 356 1283 380
BGIOSGA009488 7 11 28 4 20 1
BGIOSGA009489 0 0 0 0 0 0
BGIOSGA009490 0 0 0 0 0 0
BGIOSGA009491 0 0 0 0 0 0
BGIOSGA009492 0 0 0 0 0 0
BGIOSGA009493 1165 767 422 1022 912 828
BGIOSGA009494 1126 392 651 778 463 403
BGIOSGA009495 0 0 0 0 0 0
BGIOSGA009496 1223 568 571 640 389 457
BGIOSGA009497 0 0 0 0 0 1
BGIOSGA009498 0 0 0 0 0 0
BGIOSGA009499 251 279 153 101 297 195
BGIOSGA009500 0 0 4 0 2 0
BGIOSGA009501 0 0 0 0 0 0
BGIOSGA009502 357 369 498 210 439 296
BGIOSGA009503 313 191 225 363 191 172
BGIOSGA009504 1042 971 902 878 1066 679
BGIOSGA009505 391 463 476 551 485 408
BGIOSGA009506 446 250 371 387 294 319
BGIOSGA009507 196 7 10 63 2 2
BGIOSGA009508 0 1 0 1 0 0
BGIOSGA009509 550 242 234 388 315 228
BGIOSGA009510 522 123 462 324 148 297
BGIOSGA009511 483 623 932 912 331 608
BGIOSGA009512 0 5 0 4 0 10
BGIOSGA009513 0 0 0 0 0 1
BGIOSGA009514 21 17 2 4 0 3
BGIOSGA009515 92 470 96 133 392 233
BGIOSGA009516 3 15 8 43 12 48
BGIOSGA009517 136 91 7 135 34 59
BGIOSGA009518 0 0 0 0 0 0
BGIOSGA009519 0 0 0 0 0 0
BGIOSGA009520 0 0 0 0 0 0
BGIOSGA009521 18 4 11 18 0 18
BGIOSGA009522 716 1004 1156 1015 936 690
BGIOSGA009523 2 25 7 734 93 631
BGIOSGA009524 33 1043 232 7169 2820 5479
BGIOSGA009525 142 284 205 149 279 181
BGIOSGA009526 176 122 168 291 57 195
BGIOSGA009527 36 12 26 18 4 13
BGIOSGA009528 61 21 61 45 0 16
BGIOSGA009529 0 0 0 0 0 2
BGIOSGA009530 110 499 75 163 327 187
BGIOSGA009531 83 81 6 162 6 124
BGIOSGA009532 338 116 182 139 71 71
BGIOSGA009533 0 0 0 0 0 0
BGIOSGA009534 0 0 0 0 0 0
BGIOSGA009535 227 145 99 191 132 173
BGIOSGA009536 93 165 329 533 295 520
BGIOSGA009537 85 21 9 46 18 27
BGIOSGA009538 50 37 62 57 30 61
BGIOSGA009539 467 543 922 164 265 275
BGIOSGA009540 510 262 220 259 108 212
BGIOSGA009541 0 0 0 0 0 0
BGIOSGA009542 14 24 8 12 26 12
BGIOSGA009543 656 2635 497 2269 1188 1097
BGIOSGA009544 419 616 830 507 510 575
BGIOSGA009545 70 21 6 61 5 22
BGIOSGA009546 614 264 369 304 256 206
BGIOSGA009547 96 14 39 128 0 120
BGIOSGA009548 423 331 474 340 231 280
BGIOSGA009549 12 10 14 12 12 15
BGIOSGA009550 0 0 0 0 0 2
BGIOSGA009551 417 2433 1067 379 1950 677
BGIOSGA009552 198 203 265 136 234 140
BGIOSGA009553 272 449 255 224 560 358
BGIOSGA009554 2 45 6 2 2 14
BGIOSGA009555 400 566 614 165 744 507
BGIOSGA009556 1180 821 82 1260 489 540
BGIOSGA009557 58 13 6 67 12 44
BGIOSGA009558 1906 651 874 1460 983 1156
BGIOSGA009559 267 240 112 357 337 258
BGIOSGA009560 624 144 117 233 77 133
BGIOSGA009561 268 47 17 958 0 92
BGIOSGA009562 42 12 19 89 3 35
BGIOSGA009563 40 184 14 54 190 54
BGIOSGA009564 48 548 52 47 784 194
BGIOSGA009565 6 248 124 1 172 57
BGIOSGA009566 182 31 87 89 11 62
BGIOSGA009567 249 205 238 285 265 317
BGIOSGA009568 558 1084 1142 634 1121 654
BGIOSGA009569 64 117 107 90 112 90
BGIOSGA009570 939 768 991 1498 1301 1852
BGIOSGA009571 109 361 121 363 559 638
BGIOSGA009572 6061 1816 2101 2405 460 672
BGIOSGA009573 135 60 86 224 30 169
BGIOSGA009574 1 2 0 1 2 0
BGIOSGA009575 0 0 0 0 0 0
BGIOSGA009576 31 18 10 28 9 15
BGIOSGA009577 0 0 0 0 0 0
BGIOSGA009578 0 0 0 0 0 0
BGIOSGA009579 0 0 0 0 0 0
BGIOSGA009580 587 159 537 352 225 197
BGIOSGA009581 0 0 0 0 0 0
BGIOSGA009582 190 89 76 145 75 133
BGIOSGA009583 465 300 216 444 285 356
BGIOSGA009584 0 0 0 13 0 0
BGIOSGA009585 0 0 0 0 0 0
BGIOSGA009586 7 2 2 2 3 1
BGIOSGA009587 22 31 12 37 34 42
BGIOSGA009588 124 166 81 149 202 210
BGIOSGA009589 143 96 178 167 97 108
BGIOSGA009590 18 29 8 22 79 25
BGIOSGA009591 1032 520 960 847 416 583
BGIOSGA009592 168 103 46 146 65 111
BGIOSGA009593 67 53 73 90 76 57
BGIOSGA009594 184 87 245 132 73 69
BGIOSGA009595 394 489 203 368 388 393
BGIOSGA009596 247 354 220 146 189 168
BGIOSGA009597 111 24 3 12 0 8
BGIOSGA009598 21 2 0 19 15 5
BGIOSGA009599 1157 1580 243 2302 2567 1719
BGIOSGA009600 585 210 560 559 505 509
BGIOSGA009601 20 4 0 107 10 9
BGIOSGA009602 44 37 68 83 80 64
BGIOSGA009603 52 51 47 44 41 107
BGIOSGA009604 280 71 167 164 53 146
BGIOSGA009605 117 51 102 104 38 84
BGIOSGA009606 391 1099 538 270 466 183
BGIOSGA009607 197 643 590 146 599 272
BGIOSGA009608 1439 1138 558 866 1173 734
BGIOSGA009609 17 0 0 231 2 12
BGIOSGA009610 0 0 0 0 0 0
BGIOSGA009611 0 0 0 0 0 0
BGIOSGA009612 369 271 700 487 265 336
BGIOSGA009613 51 225 118 45 244 47
BGIOSGA009614 179 292 379 155 275 161
BGIOSGA009615 13 2 0 1 0 8
BGIOSGA009616 280 432 437 199 345 293
BGIOSGA009617 34 63 79 10 36 13
BGIOSGA009618 8 11 22 0 2 5
BGIOSGA009619 21 0 5 22 2 11
BGIOSGA009620 44 0 7 23 2 14
BGIOSGA009621 0 0 0 4 0 2
BGIOSGA009622 83 37 151 78 16 97
BGIOSGA009623 397 437 609 730 470 537
BGIOSGA009624 716 115 580 345 175 180
BGIOSGA009625 207 181 383 393 203 264
BGIOSGA009626 52 18 51 42 32 35
BGIOSGA009627 184 188 441 185 291 208
BGIOSGA009628 672 251 224 398 98 220
BGIOSGA009629 46 35 83 95 30 44
BGIOSGA009630 0 4 4 0 5 4
BGIOSGA009631 25 0 6 24 2 3
BGIOSGA009632 0 0 0 0 0 0
BGIOSGA009633 0 0 0 0 0 0
BGIOSGA009634 3377 696 1088 2171 452 1221
BGIOSGA009635 35 35 12 92 30 71
BGIOSGA009636 0 0 0 0 0 0
BGIOSGA009637 0 0 0 0 0 0
BGIOSGA009638 6 2 0 6 0 2
BGIOSGA009639 0 0 0 0 0 0
BGIOSGA009640 2 11 5 12 2 0
BGIOSGA009641 44 711 280 0 408 49
BGIOSGA009642 94 178 89 189 152 214
BGIOSGA009643 225 680 309 1193 837 662
BGIOSGA009644 0 0 0 0 0 0
BGIOSGA009645 1857 673 846 2035 962 1096
BGIOSGA009646 0 0 0 0 0 0
BGIOSGA009647 4 10 2 11 2 15
BGIOSGA009648 707 794 857 570 435 538
BGIOSGA009649 0 0 0 0 0 0
BGIOSGA009650 65 66 8 14 67 37
BGIOSGA009651 0 0 0 2 0 1
BGIOSGA009652 220 183 22 99 232 67
BGIOSGA009653 84 73 48 51 103 34
BGIOSGA009654 32 103 115 56 103 91
BGIOSGA009655 3469 1236 750 3647 1074 3190
BGIOSGA009656 3971 3785 1114 2420 688 1111
BGIOSGA009657 23 67 79 33 36 53
BGIOSGA009658 59 2 18 187 0 18
BGIOSGA009659 154 19 5 238 4 78
BGIOSGA009660 0 0 0 0 0 0
BGIOSGA009661 0 0 0 0 0 0
BGIOSGA009662 10 11 7 17 23 16
BGIOSGA009663 22 39 13 13 63 84
BGIOSGA009664 464 282 245 231 337 201
BGIOSGA009665 208 48 149 96 23 94
BGIOSGA009666 0 0 0 0 0 0
BGIOSGA009667 201 283 142 249 586 163
BGIOSGA009668 1809 2475 4235 3592 5415 4612
BGIOSGA009669 269 122 237 176 74 184
BGIOSGA009670 0 0 0 0 0 0
BGIOSGA009671 462 1234 279 844 2275 748
BGIOSGA009672 74 32 47 168 43 171
BGIOSGA009673 0 0 0 0 0 0
BGIOSGA009674 0 0 0 0 0 0
BGIOSGA009675 0 0 0 0 0 0
BGIOSGA009676 87 69 116 111 103 161
BGIOSGA009677 22 8 14 31 14 14
BGIOSGA009678 114 391 101 327 349 230
BGIOSGA009679 0 0 0 0 0 0
BGIOSGA009680 413 705 458 544 642 384
BGIOSGA009681 3 1 0 0 0 2
BGIOSGA009682 2143 380 286 757 61 260
BGIOSGA009683 6 7 11 7 7 7
BGIOSGA009684 6 0 2 6 4 2
BGIOSGA009685 0 0 0 0 0 0
BGIOSGA009686 173 365 84 621 316 347
BGIOSGA009687 63 2 37 51 0 29
BGIOSGA009688 5 0 2 13 0 8
BGIOSGA009689 243 611 314 245 671 403
BGIOSGA009690 3 0 2 3 0 11
BGIOSGA009691 19 2 2 13 8 13
BGIOSGA009692 26 23 34 45 16 45
BGIOSGA009693 7 5 6 26 4 5
BGIOSGA009694 181 22 0 185 1 42
BGIOSGA009695 0 0 0 0 0 0
BGIOSGA009696 517 719 683 578 779 517
BGIOSGA009697 0 2 0 6 2 5
BGIOSGA009698 348 445 441 390 528 371
BGIOSGA009699 316 141 260 250 153 155
BGIOSGA009700 2998 471 798 458 202 295
BGIOSGA009701 166 170 284 233 395 184
BGIOSGA009702 63 40 143 142 32 98
BGIOSGA009703 26 72 4 96 68 35
BGIOSGA009704 0 0 0 0 0 0
BGIOSGA009705 0 0 0 0 1 0
BGIOSGA009706 0 0 0 0 0 0
BGIOSGA009707 794 246 516 396 149 225
BGIOSGA009708 0 0 0 0 0 0
BGIOSGA009709 4 1 0 1 0 0
BGIOSGA009710 20 10 12 22 8 15
BGIOSGA009711 0 0 0 0 0 0
BGIOSGA009712 441 149 300 172 85 136
BGIOSGA009713 0 0 0 0 2 0
BGIOSGA009714 48 60 74 74 53 98
BGIOSGA009715 77 28 40 67 39 42
BGIOSGA009716 126 114 265 81 88 96
BGIOSGA009717 1533 602 1043 863 542 424
BGIOSGA009718 0 0 0 2 0 0
BGIOSGA009719 230 49 24 131 9 82
BGIOSGA009720 10 4 4 1 0 2
BGIOSGA009721 0 0 0 0 0 0
BGIOSGA009722 0 8 12 168 2 66
BGIOSGA009723 349 458 824 740 453 570
BGIOSGA009724 193 196 114 116 145 115
BGIOSGA009725 202 88 325 257 23 175
BGIOSGA009726 0 0 0 0 0 0
BGIOSGA009727 0 26 3 24 19 60
BGIOSGA009728 3 1 5 7 0 2
BGIOSGA009729 2 0 0 0 0 0
BGIOSGA009730 11 82 6 67 105 74
BGIOSGA009731 0 3 0 0 0 0
BGIOSGA009732 78 46 24 42 47 38
BGIOSGA009733 0 0 0 0 0 0
BGIOSGA009734 454 216 812 313 248 304
BGIOSGA009735 21 17 39 11 24 33
BGIOSGA009736 136 137 268 111 102 138
BGIOSGA009737 1583 794 1107 1045 387 424
BGIOSGA009738 199 431 234 413 706 433
BGIOSGA009739 319 3088 762 172 3282 754
BGIOSGA009740 951 387 630 462 378 351
BGIOSGA009741 63 894 71 381 1915 1212
BGIOSGA009742 8 2 5 29 0 5
BGIOSGA009743 0 0 2 0 0 4
BGIOSGA009744 59 111 400 228 143 387
BGIOSGA009745 0 0 0 0 0 0
BGIOSGA009746 111 46 20 80 35 65
BGIOSGA009747 268 57 60 246 6 88
BGIOSGA009748 588 483 736 225 679 574
BGIOSGA009749 0 0 0 0 0 0
BGIOSGA009750 209 202 251 298 126 236
BGIOSGA009751 12 12 0 3 5 4
BGIOSGA009752 28 17 20 40 20 38
BGIOSGA009753 60 59 48 52 102 67
BGIOSGA009754 0 0 0 0 0 0
BGIOSGA009755 272 3410 609 112 1873 622
BGIOSGA009756 0 0 0 0 0 0
BGIOSGA009757 0 0 0 0 0 0
BGIOSGA009758 0 0 0 0 0 0
BGIOSGA009759 717 280 524 469 152 254
BGIOSGA009760 0 0 0 0 0 0
BGIOSGA009761 143 198 346 828 149 468
BGIOSGA009762 8 62 37 22 6 24
BGIOSGA009763 355 507 133 159 945 261
BGIOSGA009764 45 0 19 36 2 49
BGIOSGA009765 450 1426 1250 377 1386 779
BGIOSGA009766 981 4979 1427 720 6556 3696
BGIOSGA009767 0 0 0 0 0 0
BGIOSGA009768 104 334 114 139 219 193
BGIOSGA009769 28 0 53 80 2 90
BGIOSGA009770 861 581 1014 742 555 394
BGIOSGA009771 344 106 48 304 90 314
BGIOSGA009772 78 17 42 80 35 67
BGIOSGA009773 411 3634 1039 558 3909 1894
BGIOSGA009774 69 10 44 40 0 40
BGIOSGA009775 168 108 254 90 38 396
BGIOSGA009776 204 210 316 374 168 328
BGIOSGA009777 44 5 1 15 0 1
BGIOSGA009778 418 1646 720 227 1349 527
BGIOSGA009779 389 98 53 173 134 349
BGIOSGA009780 182 48 151 192 4 182
BGIOSGA009781 39 354 112 90 598 166
BGIOSGA009782 2 0 0 0 0 0
BGIOSGA009783 129 234 479 207 301 278
BGIOSGA009784 0 0 0 8 0 4
BGIOSGA009785 688 754 1147 999 517 876
BGIOSGA009786 127 16 61 80 6 77
BGIOSGA009787 548 716 828 583 443 375
BGIOSGA009788 0 0 0 0 0 0
BGIOSGA009789 5 7 33 6 19 5
BGIOSGA009790 1349 237 658 542 44 250
BGIOSGA009791 0 0 0 0 0 0
BGIOSGA009792 0 0 0 0 0 0
BGIOSGA009793 24 9 22 21 17 28
BGIOSGA009794 19 4 27 12 13 13
BGIOSGA009795 383 95 90 413 52 116
BGIOSGA009796 0 4 0 0 0 0
BGIOSGA009797 0 0 0 2 0 0
BGIOSGA009798 1 12 13 8 55 8
BGIOSGA009799 2 0 0 0 1 0
BGIOSGA009800 124 373 382 119 582 255
BGIOSGA009801 69 16 14 92 2 84
BGIOSGA009802 86 6 60 80 3 12
BGIOSGA009803 1013 1058 978 976 918 793
BGIOSGA009804 352 126 287 303 75 298
BGIOSGA009805 425 281 485 592 248 490
BGIOSGA009806 5 12 2 0 0 12
BGIOSGA009807 202 123 213 263 144 153
BGIOSGA009808 270 101 167 219 131 124
BGIOSGA009809 251 110 163 170 93 78
BGIOSGA009810 2 5 1 1 5 1
BGIOSGA009811 0 0 0 42 0 6
BGIOSGA009812 0 0 0 0 0 0
BGIOSGA009813 3 17 1 45 3 13
BGIOSGA009814 0 0 0 0 0 0
BGIOSGA009815 0 0 0 0 0 0
BGIOSGA009816 0 0 0 0 0 0
BGIOSGA009817 243 147 134 259 162 113
BGIOSGA009818 581 423 660 569 473 596
BGIOSGA009819 2 1 2 0 0 5
BGIOSGA009820 328 74 201 132 56 89
BGIOSGA009821 72 27 5 226 22 106
BGIOSGA009822 99 33 168 84 41 67
BGIOSGA009823 0 0 0 0 0 0
BGIOSGA009824 39 8 1 250 6 29
BGIOSGA009825 4 0 2 0 0 4
BGIOSGA009826 5 13 86 0 2 48
BGIOSGA009827 0 0 0 0 1 0
BGIOSGA009828 729 436 851 849 458 644
BGIOSGA009829 401 465 412 311 418 106
BGIOSGA009830 1001 1494 805 698 1123 531
BGIOSGA009831 1451 1609 869 2691 496 1004
BGIOSGA009832 0 0 0 0 0 0
BGIOSGA009833 687 526 1027 771 587 507
BGIOSGA009834 2013 6898 3535 1644 6883 2292
BGIOSGA009835 0 2 0 0 0 0
BGIOSGA009836 69 54 24 38 49 32
BGIOSGA009837 3509 1110 675 2382 179 927
BGIOSGA009838 516 626 510 522 799 519
BGIOSGA009839 0 0 0 0 0 0
BGIOSGA009840 16 25 34 29 79 35
BGIOSGA009841 7 18 2 10 2 6
BGIOSGA009842 798 506 942 944 361 648
BGIOSGA009843 72 1081 291 124 675 243
BGIOSGA009844 133 102 130 121 91 85
BGIOSGA009845 118 267 96 77 250 52
BGIOSGA009846 599 312 636 515 380 343
BGIOSGA009847 5020 2842 2996 7807 1642 3994
BGIOSGA009848 267 669 207 285 617 435
BGIOSGA009849 31 1 37 87 10 38
BGIOSGA009850 4409 252 1005 3112 54 593
BGIOSGA009851 567 309 692 375 263 310
BGIOSGA009852 0 0 0 0 0 0
BGIOSGA009853 275 264 131 531 251 364
BGIOSGA009854 4 9 0 5 19 8
BGIOSGA009855 11 2 19 48 0 7
BGIOSGA009856 153 436 214 220 523 197
BGIOSGA009857 79 82 146 86 93 82
BGIOSGA009858 168 657 71 21 823 182
BGIOSGA009859 93 52 26 53 63 57
BGIOSGA009860 470 427 582 152 502 194
BGIOSGA009861 19 2 6 39 0 6
BGIOSGA009862 950 413 1087 860 240 592
BGIOSGA009863 26 15 0 115 0 8
BGIOSGA009864 0 0 0 0 0 0
BGIOSGA009865 98 84 51 85 74 68
BGIOSGA009866 0 0 0 0 0 0
BGIOSGA009867 10 276 37 33 239 30
BGIOSGA009868 336 329 348 481 219 311
BGIOSGA009869 0 0 0 0 0 0
