Geneid SRR420912 SRR420913 SRR420914 SRR420915 SRR420916 SRR420917
BGIOSGA021371 222 160 239 256 150 171
BGIOSGA021372 36 0 17 63 7 25
BGIOSGA021373 0 4 0 2 4 1
BGIOSGA021374 0 0 0 0 0 0
BGIOSGA021375 0 0 0 0 0 0
BGIOSGA021376 0 0 0 1 0 0
BGIOSGA021377 280 4 30 162 0 59
BGIOSGA021378 0 0 0 0 0 0
BGIOSGA021379 0 0 0 0 0 0
BGIOSGA021380 0 0 0 0 0 0
BGIOSGA021381 0 0 0 0 0 0
BGIOSGA021382 362 246 319 281 151 215
BGIOSGA021383 548 448 362 388 423 281
BGIOSGA021384 0 0 0 0 0 0
BGIOSGA021385 0 0 0 0 0 0
BGIOSGA021386 237 54 142 108 63 68
BGIOSGA021387 0 0 0 0 0 2
BGIOSGA021388 229 180 219 228 121 159
BGIOSGA021389 0 0 0 0 0 0
BGIOSGA021390 31 18 0 197 2 39
BGIOSGA021391 0 0 0 0 0 0
BGIOSGA021392 0 0 0 0 0 0
BGIOSGA021393 0 0 0 0 0 0
BGIOSGA021394 0 0 0 0 0 0
BGIOSGA021395 6 0 0 0 0 0
BGIOSGA021396 0 0 0 0 0 0
BGIOSGA021397 0 0 0 0 0 0
BGIOSGA021398 149 62 121 124 43 69
BGIOSGA021399 41 63 87 103 284 98
BGIOSGA021400 0 0 0 0 0 0
BGIOSGA021401 3 4 12 7 11 4
BGIOSGA021402 94 25 166 48 28 42
BGIOSGA021403 0 0 9 0 2 4
BGIOSGA021404 0 0 0 0 0 0
BGIOSGA021405 0 0 0 0 0 0
BGIOSGA021406 16 4 0 2 0 2
BGIOSGA021407 213 296 414 183 138 480
BGIOSGA021408 2 1 3 2 0 1
BGIOSGA021409 0 0 0 0 0 0
BGIOSGA021410 0 4 1 7 0 7
BGIOSGA021411 0 0 0 0 0 0
BGIOSGA021412 225 191 72 201 7 140
BGIOSGA021413 0 0 0 0 0 0
BGIOSGA021414 0 0 0 0 0 0
BGIOSGA021415 0 2 0 8 0 15
BGIOSGA021416 54 3 120 61 2 230
BGIOSGA021417 220 134 410 89 172 128
BGIOSGA021418 198 58 91 188 2 73
BGIOSGA021419 0 0 0 0 0 0
BGIOSGA021420 0 0 0 0 0 0
BGIOSGA021421 0 0 0 2 0 0
BGIOSGA021422 0 0 0 0 0 0
BGIOSGA021423 0 0 0 0 0 0
BGIOSGA021424 0 0 0 0 0 0
BGIOSGA021425 0 0 0 0 0 0
BGIOSGA021426 255 1320 88 242 2094 825
BGIOSGA021427 0 0 0 0 0 0
BGIOSGA021428 1529 973 1726 1156 826 825
BGIOSGA021429 0 0 0 0 0 0
BGIOSGA021430 0 2 0 2 0 4
BGIOSGA021431 0 0 0 0 0 0
BGIOSGA021432 3 0 2 8 0 10
BGIOSGA021433 0 0 0 0 0 0
BGIOSGA021434 0 1 0 0 0 0
BGIOSGA021435 0 0 0 0 0 0
BGIOSGA021436 4 2 0 0 7 2
BGIOSGA021437 3 11 1 44 30 31
BGIOSGA021438 967 81 136 302 4 32
BGIOSGA021439 387 132 226 416 59 153
BGIOSGA021440 0 0 0 0 0 0
BGIOSGA021441 19 2 0 98 10 8
BGIOSGA021442 61 53 26 145 11 88
BGIOSGA021443 14 0 0 9 0 8
BGIOSGA021444 2 0 0 2 0 4
BGIOSGA021445 24 13 0 23 6 25
BGIOSGA021446 89 335 83 14 258 5
BGIOSGA021447 63 0 11 120 0 28
BGIOSGA021448 118 31 103 61 42 28
BGIOSGA021449 0 0 0 0 0 0
BGIOSGA021450 73 22 64 24 52 21
BGIOSGA021451 0 0 4 8 0 4
BGIOSGA021452 40 0 0 194 0 0
BGIOSGA021453 0 0 0 0 0 0
BGIOSGA021454 0 0 0 0 0 0
BGIOSGA021455 0 0 0 0 0 0
BGIOSGA021456 6 0 2 2 0 4
BGIOSGA021457 2 0 0 6 0 2
BGIOSGA021458 12 4 10 21 4 2
BGIOSGA021459 0 0 0 0 0 0
BGIOSGA021460 2 0 0 4 0 0
BGIOSGA021461 0 0 0 0 0 0
BGIOSGA021462 288 1221 305 266 1683 396
BGIOSGA021463 0 0 0 0 0 0
BGIOSGA021464 209 35 30 840 10 49
BGIOSGA021465 335 321 590 250 384 285
BGIOSGA021466 0 0 0 0 0 0
BGIOSGA021467 560 326 413 532 258 326
BGIOSGA021468 0 0 0 0 0 0
BGIOSGA021469 6 69 8 28 132 53
BGIOSGA021470 28 1807 296 155 1684 1020
BGIOSGA021471 0 28 2 0 12 1
BGIOSGA021472 0 0 0 0 0 0
BGIOSGA021473 27 21 37 32 14 22
BGIOSGA021474 2 295 19 211 498 695
BGIOSGA021475 0 0 0 0 0 0
BGIOSGA021476 0 0 0 0 0 0
BGIOSGA021477 132 22 27 70 6 64
BGIOSGA021478 42 2 23 41 6 9
BGIOSGA021479 66 20 39 67 10 59
BGIOSGA021480 0 3 0 1 0 0
BGIOSGA021481 602 235 547 363 258 300
BGIOSGA021482 0 0 2 0 8 0
BGIOSGA021483 0 0 0 0 0 0
BGIOSGA021484 0 0 0 0 0 0
BGIOSGA021485 722 60 58 354 2 65
BGIOSGA021486 177 74 9 162 3 31
BGIOSGA021487 10 2 0 4 0 22
BGIOSGA021488 0 0 0 0 0 0
BGIOSGA021489 985 386 1479 973 282 847
BGIOSGA021490 33 23 39 62 22 39
BGIOSGA021491 0 0 3 48 0 24
BGIOSGA021492 27 10 5 22 8 19
BGIOSGA021493 23 101 57 51 136 47
BGIOSGA021494 0 4 0 0 0 6
BGIOSGA021495 0 0 0 0 0 0
BGIOSGA021496 0 0 0 0 0 0
BGIOSGA021497 0 0 1 0 0 0
BGIOSGA021498 0 0 0 0 0 0
BGIOSGA021499 0 0 0 0 0 0
BGIOSGA021500 0 0 0 0 0 0
BGIOSGA021501 2 0 0 2 2 0
BGIOSGA021502 116 441 268 207 377 205
BGIOSGA021503 0 0 0 0 0 0
BGIOSGA021504 1240 989 1074 1035 2031 894
BGIOSGA021505 0 0 0 0 0 0
BGIOSGA021506 0 0 0 0 0 0
BGIOSGA021507 0 0 0 0 0 0
BGIOSGA021508 10 11 26 6 3 10
BGIOSGA021509 0 0 0 0 0 0
BGIOSGA021510 278 29 108 178 13 72
BGIOSGA021511 384 201 195 193 231 196
BGIOSGA021512 105 16 41 158 2 48
BGIOSGA021513 278 208 150 298 239 304
BGIOSGA021514 224 2327 223 570 3135 2051
BGIOSGA021515 2 0 0 1 6 0
BGIOSGA021516 13 31 11 30 69 13
BGIOSGA021517 6 17 3 4 21 4
BGIOSGA021518 853 1665 1907 273 2377 771
BGIOSGA021519 0 0 0 0 0 0
BGIOSGA021520 0 0 0 0 0 0
BGIOSGA021521 0 0 0 0 0 0
BGIOSGA021522 119 26 23 161 0 58
BGIOSGA021523 2 4 0 14 0 6
BGIOSGA021524 9 2 10 10 0 12
BGIOSGA021525 18 8 12 2 8 16
BGIOSGA021526 311 258 166 197 332 309
BGIOSGA021527 0 0 0 0 0 0
BGIOSGA021528 970 448 588 980 295 502
BGIOSGA021529 0 0 0 0 0 0
BGIOSGA021530 189 208 146 153 166 102
BGIOSGA021531 211 104 110 98 25 106
BGIOSGA021532 0 0 0 0 0 0
BGIOSGA021533 0 0 0 0 0 0
BGIOSGA021534 0 19 4 4 13 9
BGIOSGA021535 0 32 2 0 9 0
BGIOSGA021536 0 0 0 0 0 0
BGIOSGA021537 18 429 33 3 515 31
BGIOSGA021538 0 0 1 0 0 0
BGIOSGA021539 0 0 0 0 0 0
BGIOSGA021540 0 0 0 0 0 0
BGIOSGA021541 406 231 94 167 86 523
BGIOSGA021542 4830 2161 1463 1980 1247 792
BGIOSGA021543 0 0 0 0 0 0
BGIOSGA021544 0 0 0 0 0 0
BGIOSGA021545 0 0 0 0 0 0
BGIOSGA021546 0 2 0 1 0 1
BGIOSGA021547 0 0 0 0 0 0
BGIOSGA021548 4085 4940 4018 6190 11092 7033
BGIOSGA021549 638 584 758 574 790 467
BGIOSGA021550 103 49 112 84 6 85
BGIOSGA021551 0 0 0 0 0 0
BGIOSGA021552 119 25 48 64 40 61
BGIOSGA021553 0 0 0 0 0 0
BGIOSGA021554 26 0 10 31 10 6
BGIOSGA021555 1 0 2 8 2 6
BGIOSGA021556 0 0 0 0 0 0
BGIOSGA021557 0 0 0 0 0 0
BGIOSGA021558 4 0 0 0 0 0
BGIOSGA021559 4 13 10 15 18 18
BGIOSGA021560 0 0 0 0 0 0
BGIOSGA021561 0 0 0 0 0 0
BGIOSGA021562 0 0 0 0 0 1
BGIOSGA021563 7 0 0 0 0 6
BGIOSGA021564 0 0 0 0 0 0
BGIOSGA021565 0 0 0 0 0 0
BGIOSGA021566 41 184 20 142 86 176
BGIOSGA021567 125 118 40 138 57 91
BGIOSGA021568 0 0 0 0 0 0
BGIOSGA021569 8 100 33 12 76 17
BGIOSGA021570 49 31 56 41 25 38
BGIOSGA021571 322 165 414 231 155 198
BGIOSGA021572 9 0 0 1 0 0
BGIOSGA021573 0 0 0 0 0 0
BGIOSGA021574 874 553 2021 1577 805 1576
BGIOSGA021575 0 0 3 2 0 2
BGIOSGA021576 1407 840 1038 1049 1014 882
BGIOSGA021577 32 15 27 18 12 26
BGIOSGA021578 0 0 0 0 0 0
BGIOSGA021579 0 0 0 0 0 0
BGIOSGA021580 18 0 4 12 0 8
BGIOSGA021581 0 0 0 0 0 0
BGIOSGA021582 16 6 10 4 0 8
BGIOSGA021583 8 0 0 4 0 4
BGIOSGA021584 0 0 0 0 3 0
BGIOSGA021585 85 44 22 94 68 141
BGIOSGA021586 2 0 0 6 0 2
BGIOSGA021587 0 0 0 2 0 0
BGIOSGA021588 24 2 4 23 0 10
BGIOSGA021589 13 28 6 43 45 24
BGIOSGA021590 65 2 4 104 0 4
BGIOSGA021591 1 4 0 8 21 0
BGIOSGA021592 0 4 1 16 0 0
BGIOSGA021593 0 0 0 0 0 0
BGIOSGA021594 41 13 0 61 0 49
BGIOSGA021595 2 0 0 0 0 0
BGIOSGA021596 27 59 160 98 71 201
BGIOSGA021597 541 124 428 274 13 115
BGIOSGA021598 0 0 0 0 0 0
BGIOSGA021599 1421 948 1415 1839 995 1462
BGIOSGA021600 127 391 41 182 517 313
BGIOSGA021601 49 37 172 74 16 119
BGIOSGA021602 0 5 0 4 0 2
BGIOSGA021603 477 459 552 349 388 254
BGIOSGA021604 1435 2123 682 2822 1566 2802
BGIOSGA021605 38 33 16 18 2 10
BGIOSGA021606 0 0 0 0 0 0
BGIOSGA021607 0 4 0 2 3 10
BGIOSGA021608 4 2 0 3 6 0
BGIOSGA021609 47 24 3 60 16 49
BGIOSGA021610 0 0 0 0 0 0
BGIOSGA021611 2 0 0 2 0 0
BGIOSGA021612 0 0 0 0 0 0
BGIOSGA021613 0 0 0 0 0 0
BGIOSGA021614 0 0 0 0 0 0
BGIOSGA021615 1026 74 30 949 0 64
BGIOSGA021616 376 135 126 253 18 158
BGIOSGA021617 454 414 535 976 345 629
BGIOSGA021618 119 18 43 60 2 50
BGIOSGA021619 367 198 495 303 194 278
BGIOSGA021620 521 162 414 520 266 411
BGIOSGA021621 122 1082 853 86 925 264
BGIOSGA021622 1 1 0 5 4 2
BGIOSGA021623 48 40 74 128 41 172
BGIOSGA021624 75 286 198 49 189 149
BGIOSGA021625 19 7 3 13 10 14
BGIOSGA021626 102 32 41 64 32 62
BGIOSGA021627 0 0 0 0 0 0
BGIOSGA021628 0 0 0 0 0 0
BGIOSGA021629 0 0 0 0 0 0
BGIOSGA021630 1 3 7 9 3 6
BGIOSGA021631 174 59 97 210 81 141
BGIOSGA021632 19 11 28 19 9 28
BGIOSGA021633 60 61 85 67 31 61
BGIOSGA021634 292 501 351 336 651 234
BGIOSGA021635 0 0 0 0 0 0
BGIOSGA021636 0 0 0 0 0 0
BGIOSGA021637 0 0 0 0 0 0
BGIOSGA021638 6697 1203 3127 3327 352 1332
BGIOSGA021639 50 2 2 27 0 4
BGIOSGA021640 0 0 0 0 0 0
BGIOSGA021641 51 15 52 44 18 29
BGIOSGA021642 17 4 7 2 2 3
BGIOSGA021643 413 173 170 712 141 235
BGIOSGA021644 4 4 8 0 21 8
BGIOSGA021645 1 7 0 0 11 0
BGIOSGA021646 223 272 542 379 377 456
BGIOSGA021647 0 3 4 14 2 4
BGIOSGA021648 96 45 58 49 12 52
BGIOSGA021649 24 77 177 254 22 746
BGIOSGA021650 6 8 0 0 0 3
BGIOSGA021651 177 79 59 119 72 118
BGIOSGA021652 195 82 200 290 68 202
BGIOSGA021653 34 8 2 7 19 42
BGIOSGA021654 103 5138 995 40 6451 136
BGIOSGA021655 195 191 363 197 262 221
BGIOSGA021656 46 17 5 52 72 35
BGIOSGA021657 1 74 0 14 40 23
BGIOSGA021658 195 117 169 100 83 90
BGIOSGA021659 12 2 0 4 0 0
BGIOSGA021660 481 261 515 280 184 195
BGIOSGA021661 196 195 108 150 166 170
BGIOSGA021662 352 2 6 155 1 10
BGIOSGA021663 2 3 2 5 3 3
BGIOSGA021664 595 367 179 202 281 181
BGIOSGA021665 115 144 62 50 22 41
BGIOSGA021666 8 10 0 2 4 4
BGIOSGA021667 54 555 89 2 114 20
BGIOSGA021668 8 8 2 2 0 2
BGIOSGA021669 0 2 1 0 0 0
BGIOSGA021670 23 176 56 0 19 22
BGIOSGA021671 51 0 0 36 0 0
BGIOSGA021672 60 107 69 6 12 43
BGIOSGA021673 0 0 0 0 0 0
BGIOSGA021674 171 371 258 19 319 129
BGIOSGA021675 6 346 24 6 73 6
BGIOSGA021676 349 212 434 339 142 306
BGIOSGA021677 337 363 561 272 383 370
BGIOSGA021678 405 784 619 785 665 729
BGIOSGA021679 55 62 118 90 62 58
BGIOSGA021680 238 937 100 218 718 311
BGIOSGA021681 0 0 0 0 0 0
BGIOSGA021682 0 0 0 0 0 0
BGIOSGA021683 0 2 0 0 0 0
BGIOSGA021684 135 144 233 202 117 170
BGIOSGA021685 21 164 14 9 127 8
BGIOSGA021686 99 110 152 127 119 94
BGIOSGA021687 0 0 0 0 0 0
BGIOSGA021688 14 2 0 8 0 0
BGIOSGA021689 10 0 0 0 2 2
BGIOSGA021690 52 10 0 23 0 0
BGIOSGA021691 111 51 16 141 0 68
BGIOSGA021692 0 0 0 1 0 0
BGIOSGA021693 28 495 220 23 19 711
BGIOSGA021694 4 57 15 4 70 63
BGIOSGA021695 0 0 0 2 0 0
BGIOSGA021696 2 0 0 0 0 0
BGIOSGA021697 0 0 0 0 0 0
BGIOSGA021698 893 924 1248 922 1100 918
BGIOSGA021699 1420 1122 813 1352 1002 1083
BGIOSGA021700 0 16 0 0 52 0
BGIOSGA021701 211 548 594 145 319 371
BGIOSGA021702 93 73 163 120 65 142
BGIOSGA021703 0 0 4 2 0 2
BGIOSGA021704 335 44 379 295 12 137
BGIOSGA021705 0 4 9 0 6 0
BGIOSGA021706 0 0 0 0 0 0
BGIOSGA021707 185 294 60 148 219 107
BGIOSGA021708 410 3080 733 361 2117 1047
BGIOSGA021709 31 12 59 19 14 24
BGIOSGA021710 3 11 27 1 7 11
BGIOSGA021711 2 86 8 2 55 18
BGIOSGA021712 0 5 1 3 5 7
BGIOSGA021713 9 12 0 70 49 14
BGIOSGA021714 315 128 500 415 60 275
BGIOSGA021715 52 338 12 387 503 427
BGIOSGA021716 1600 1718 2092 1727 1629 1716
BGIOSGA021717 12 7 2 67 30 41
BGIOSGA021718 656 303 548 376 238 289
BGIOSGA021719 73 48 112 44 34 62
BGIOSGA021720 108 6 61 29 1 13
BGIOSGA021721 0 0 0 0 0 0
BGIOSGA021722 0 0 0 0 0 0
BGIOSGA021723 269 164 287 378 136 319
BGIOSGA021724 22 69 4 35 13 45
BGIOSGA021725 604 316 716 829 200 533
BGIOSGA021726 0 7 0 0 0 0
BGIOSGA021727 0 0 0 0 0 0
BGIOSGA021728 0 1 0 0 0 0
BGIOSGA021729 4 0 0 10 0 8
BGIOSGA021730 0 0 0 0 0 0
BGIOSGA021731 0 0 0 0 0 0
BGIOSGA021732 1219 246 415 519 86 138
BGIOSGA021733 6 19 6 5 10 12
BGIOSGA021734 0 0 10 2 3 21
BGIOSGA021735 2 0 0 0 8 28
BGIOSGA021736 266 151 280 341 347 545
BGIOSGA021737 0 0 0 0 0 0
BGIOSGA021738 637 530 797 491 442 387
BGIOSGA021739 16055 6673 8015 16706 7804 9282
BGIOSGA021740 0 0 0 0 0 0
BGIOSGA021741 0 1 0 1 0 1
BGIOSGA021742 2 2 0 12 2 4
BGIOSGA021743 437 909 938 324 1104 622
BGIOSGA021744 246 330 346 485 98 332
BGIOSGA021745 778 1227 1191 1047 1406 1410
BGIOSGA021746 90 40 26 52 0 8
BGIOSGA021747 2 2 0 4 4 2
BGIOSGA021748 4 0 0 8 0 6
BGIOSGA021749 0 0 0 0 0 0
BGIOSGA021750 471 52 369 250 0 91
BGIOSGA021751 0 0 0 0 0 0
BGIOSGA021752 21 8 6 16 2 12
BGIOSGA021753 18 76 94 70 47 64
BGIOSGA021754 0 0 0 0 2 0
BGIOSGA021755 0 0 0 0 0 0
BGIOSGA021756 0 0 0 0 0 0
BGIOSGA021757 2 1 4 0 4 4
BGIOSGA021758 6 10 24 23 0 12
BGIOSGA021759 118 37 166 60 10 38
BGIOSGA021760 20 18 2 20 0 8
BGIOSGA021761 0 0 0 0 0 0
BGIOSGA021762 416 145 151 359 170 255
BGIOSGA021763 168 43 98 82 28 85
BGIOSGA021764 618 707 775 769 539 570
BGIOSGA021765 1099 128 519 586 62 210
BGIOSGA021766 21 481 24 8 201 50
BGIOSGA021767 31 329 42 18 326 60
BGIOSGA021768 26 10 2 23 15 14
BGIOSGA021769 110 2 0 135 0 0
BGIOSGA021770 80 10 8 61 2 15
BGIOSGA021771 42 19 5 43 3 17
BGIOSGA021772 77 82 2 89 73 94
BGIOSGA021773 75 22 6 59 0 24
BGIOSGA021774 3204 2518 5374 3919 2418 3618
BGIOSGA021775 0 0 0 0 0 0
BGIOSGA021776 82 23 90 42 12 25
BGIOSGA021777 18 0 0 59 0 0
BGIOSGA021778 207 292 119 417 268 389
BGIOSGA021779 1909 1725 2897 2516 1672 2183
BGIOSGA021780 87 70 209 371 33 247
BGIOSGA021781 0 0 0 0 0 0
BGIOSGA021782 2 9 10 2 2 2
BGIOSGA021783 6 30 7 78 11 52
BGIOSGA021784 1261 435 85 811 353 437
BGIOSGA021785 2 0 0 0 0 12
BGIOSGA021786 0 0 0 0 0 0
BGIOSGA021787 16 2 0 30 0 16
BGIOSGA021788 8 0 0 2 0 8
BGIOSGA021789 0 0 0 0 0 0
BGIOSGA021790 4 3 0 2 0 0
BGIOSGA021791 13 4 15 39 0 68
BGIOSGA021792 4 2 0 6 4 4
BGIOSGA021793 52 16 4 35 0 13
BGIOSGA021794 157 70 164 97 47 54
BGIOSGA021795 125 329 130 64 415 154
BGIOSGA021796 25 16 28 21 36 13
BGIOSGA021797 108 227 443 204 206 253
BGIOSGA021798 190 62 59 107 70 73
BGIOSGA021799 2 0 9 4 0 2
BGIOSGA021800 319 30 126 179 25 116
BGIOSGA021801 177 47 65 600 4 58
BGIOSGA021802 14 0 4 4 0 0
BGIOSGA021803 11 7 9 21 16 2
BGIOSGA021804 2005 714 620 875 605 503
BGIOSGA021805 147 196 295 416 178 284
BGIOSGA021806 658 528 626 942 592 634
BGIOSGA021807 0 0 0 0 0 0
BGIOSGA021808 0 0 0 0 0 0
BGIOSGA021809 0 0 0 0 0 0
BGIOSGA021810 0 4 0 0 0 1
BGIOSGA021811 0 0 4 0 0 0
BGIOSGA021812 0 0 0 0 0 0
BGIOSGA021813 1 4 0 5 0 0
BGIOSGA021814 0 0 0 0 0 0
BGIOSGA021815 660 2329 446 2380 577 1115
BGIOSGA021816 2 0 0 11 0 0
BGIOSGA021817 0 0 0 0 0 0
BGIOSGA021818 198 312 337 425 300 333
BGIOSGA021819 120 104 202 144 104 118
BGIOSGA021820 3 0 0 0 0 0
BGIOSGA021821 0 0 0 0 0 4
BGIOSGA021822 0 0 0 0 0 0
BGIOSGA021823 834 696 513 1534 806 1112
BGIOSGA021824 41 56 55 50 38 80
BGIOSGA021825 0 0 0 0 0 0
BGIOSGA021826 0 0 0 0 0 0
BGIOSGA021827 0 0 0 0 0 0
BGIOSGA021828 62 106 8 770 35 12
BGIOSGA021829 211 259 151 341 335 228
BGIOSGA021830 2 4 0 10 1 2
BGIOSGA021831 0 0 0 0 0 0
BGIOSGA021832 13 21 5 20 19 11
BGIOSGA021833 2363 1796 3048 3096 2566 3237
BGIOSGA021834 0 0 0 0 1 0
BGIOSGA021835 157 1216 223 162 869 772
BGIOSGA021836 2 2 0 2 6 4
BGIOSGA021837 61 21 64 91 8 99
BGIOSGA021838 200 994 177 233 546 261
BGIOSGA021839 2 0 0 4 0 0
BGIOSGA021840 15 52 34 21 27 13
BGIOSGA021841 90 104 102 86 59 102
BGIOSGA021842 363 270 377 251 260 207
BGIOSGA021843 253 222 424 416 195 347
BGIOSGA021844 1261 355 1179 1084 184 450
BGIOSGA021845 223 217 400 215 167 215
BGIOSGA021846 438 375 408 388 252 280
BGIOSGA021847 220 94 294 184 33 173
BGIOSGA021848 0 1 0 0 0 0
BGIOSGA021849 2 0 0 0 0 3
BGIOSGA021850 153 47 188 148 92 157
BGIOSGA021851 0 2 0 0 0 0
BGIOSGA021852 0 0 0 0 0 0
BGIOSGA021853 23 20 50 2 37 20
BGIOSGA021854 0 0 0 0 0 0
BGIOSGA021855 0 0 0 0 0 0
BGIOSGA021856 0 0 0 0 0 0
BGIOSGA021857 0 0 0 0 0 0
BGIOSGA021858 0 0 0 0 0 0
BGIOSGA021859 0 0 0 0 1 0
BGIOSGA021860 59 4 27 78 2 28
BGIOSGA021861 69 28 39 81 0 39
BGIOSGA021862 247 285 335 229 156 275
BGIOSGA021863 7 14 2 0 0 4
BGIOSGA021864 447 72 110 112 4 77
BGIOSGA021865 688 151 179 173 7 154
BGIOSGA021866 43 16 37 26 19 29
BGIOSGA021867 163 73 108 156 63 101
BGIOSGA021868 453 345 211 406 51 127
BGIOSGA021869 41 21 64 71 16 44
BGIOSGA021870 116 99 87 128 138 122
BGIOSGA021871 0 0 0 0 2 0
BGIOSGA021872 3447 743 564 772 661 801
BGIOSGA021873 0 0 0 0 0 0
BGIOSGA021874 0 0 0 0 0 0
BGIOSGA021875 0 0 0 0 0 0
BGIOSGA021876 88 75 2 40 16 17
BGIOSGA021877 31 56 38 9 10 15
BGIOSGA021878 0 0 0 0 0 0
BGIOSGA021879 0 0 0 0 0 0
BGIOSGA021880 3 2 0 2 2 2
BGIOSGA021881 46 18 57 18 18 40
BGIOSGA021882 767 650 1174 508 446 384
BGIOSGA021883 0 0 0 0 0 1
BGIOSGA021884 213 409 567 517 521 514
BGIOSGA021885 2728 1073 671 1678 479 1023
BGIOSGA021886 69 113 61 129 87 94
BGIOSGA021887 6 1 20 7 13 10
BGIOSGA021888 49 10 0 127 2 9
BGIOSGA021889 0 0 0 0 0 0
BGIOSGA021890 0 0 0 0 0 0
BGIOSGA021891 0 0 0 6 0 5
BGIOSGA021892 0 0 2 0 0 0
BGIOSGA021893 0 2 0 0 0 1
BGIOSGA021894 2390 2096 478 689 508 858
BGIOSGA021895 543 673 429 481 615 310
BGIOSGA021896 38 35 13 30 38 20
BGIOSGA021897 327 249 407 347 208 324
BGIOSGA021898 0 41 2 6 48 14
BGIOSGA021899 645 170 200 214 45 63
BGIOSGA021900 0 0 0 2 0 0
BGIOSGA021901 2 0 0 0 0 0
BGIOSGA021902 201 37 41 329 6 191
BGIOSGA021903 190 99 196 263 95 234
BGIOSGA021904 150 88 89 140 109 59
BGIOSGA021905 22 8 42 8 2 2
BGIOSGA021906 0 0 0 0 0 0
BGIOSGA021907 35 66 76 37 62 60
BGIOSGA021908 3 0 8 9 4 3
BGIOSGA021909 49 67 94 56 66 41
BGIOSGA021910 2 0 4 0 0 2
BGIOSGA021911 0 0 0 0 0 0
BGIOSGA021912 0 0 0 0 0 0
BGIOSGA021913 0 0 0 0 0 0
BGIOSGA021914 0 0 0 0 0 0
BGIOSGA021915 92 64 143 78 32 98
BGIOSGA021916 88 78 76 120 81 40
BGIOSGA021917 177 209 464 246 216 223
BGIOSGA021918 9 25 4 10 5 11
BGIOSGA021919 84 0 17 76 26 41
BGIOSGA021920 0 0 0 0 0 0
BGIOSGA021921 80 16 33 46 10 30
BGIOSGA021922 163 398 213 69 286 260
BGIOSGA021923 89 202 149 98 166 101
BGIOSGA021924 35 52 82 85 92 51
BGIOSGA021925 1 0 0 0 0 2
BGIOSGA021926 14 7 0 43 7 42
BGIOSGA021927 0 0 0 0 0 0
BGIOSGA021928 0 0 0 0 0 0
BGIOSGA021929 0 0 0 0 0 0
BGIOSGA021930 13 2 4 21 0 20
BGIOSGA021931 24 0 0 48 0 2
BGIOSGA021932 0 0 0 0 0 0
BGIOSGA021933 78 34 142 129 21 194
BGIOSGA021934 75 5 2 249 1 12
BGIOSGA021935 12 0 22 14 0 4
BGIOSGA021936 0 0 0 0 0 2
BGIOSGA021937 0 0 0 3 0 0
BGIOSGA021938 0 0 0 0 0 0
BGIOSGA021939 0 0 0 0 0 0
BGIOSGA021940 0 0 0 0 0 0
BGIOSGA021941 0 0 0 0 0 0
BGIOSGA021942 0 0 0 0 0 0
BGIOSGA021943 0 0 0 0 0 0
BGIOSGA021944 2519 711 725 1145 505 493
BGIOSGA021945 0 0 0 0 0 0
BGIOSGA021946 79 37 36 60 120 47
BGIOSGA021947 541 412 384 876 388 694
BGIOSGA021948 41 157 113 51 135 66
BGIOSGA021949 263 101 344 188 91 115
BGIOSGA021950 505 687 931 1261 890 979
BGIOSGA021951 892 812 362 580 354 399
BGIOSGA021952 5 178 12 15 345 12
BGIOSGA021953 218 262 295 523 267 310
BGIOSGA021954 15 4 2 23 2 39
BGIOSGA021955 25 0 6 22 0 23
BGIOSGA021956 20 0 4 48 0 8
BGIOSGA021957 166 0 7 106 0 15
BGIOSGA021958 0 0 0 0 0 0
BGIOSGA021959 4 0 0 2 0 0
BGIOSGA021960 41 0 0 20 0 0
BGIOSGA021961 2 0 0 2 0 2
BGIOSGA021962 39 1 8 35 2 27
BGIOSGA021963 254 290 170 214 277 212
BGIOSGA021964 2 3 2 6 0 6
BGIOSGA021965 224 6 12 95 2 4
BGIOSGA021966 452 221 383 510 163 391
BGIOSGA021967 41 5 28 37 2 22
BGIOSGA021968 0 0 0 0 0 0
BGIOSGA021969 234 99 280 272 102 128
BGIOSGA021970 16 12 38 23 0 12
BGIOSGA021971 767 300 402 473 183 311
BGIOSGA021972 0 1 1 0 1 1
BGIOSGA021973 191 154 371 232 110 229
BGIOSGA021974 45 46 31 40 84 83
BGIOSGA021975 373 282 296 329 202 236
BGIOSGA021976 318 144 432 330 244 230
BGIOSGA021977 558 184 302 353 96 201
BGIOSGA021978 0 0 0 0 0 0
BGIOSGA021979 70 83 16 526 168 393
BGIOSGA021980 105 62 23 32 3 4
BGIOSGA021981 0 0 0 0 0 0
BGIOSGA021982 0 0 0 0 0 0
BGIOSGA021983 111 112 72 145 146 153
BGIOSGA021984 253 489 155 263 690 312
BGIOSGA021985 43 15 3 3 6 3
BGIOSGA021986 127 29 18 58 33 15
BGIOSGA021987 0 0 0 0 0 0
BGIOSGA021988 0 0 0 0 0 0
BGIOSGA021989 0 0 0 0 0 0
BGIOSGA021990 415 364 141 443 433 219
BGIOSGA021991 82 149 72 75 238 128
BGIOSGA021992 16 0 16 15 4 12
BGIOSGA021993 7 14 9 19 11 22
BGIOSGA021994 25 15 22 21 12 12
BGIOSGA021995 7 15 18 8 41 22
BGIOSGA021996 0 0 0 0 0 2
BGIOSGA021997 161 143 124 181 160 214
BGIOSGA021998 1267 354 340 508 374 341
