"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"Category"
"BGIOSGA000264"	593.808128387985	0.936548629542705	1.36473048551529	0.68625171012362	0.492554394629236	0.999958456413115	"Not_significant"
"BGIOSGA000265"	104.01499425169	-1.46066040905634	1.70289226152733	-0.85775268468615	0.391029041557206	0.999958456413115	"Not_significant"
"BGIOSGA000268"	71.3608597492508	-0.18629976677354	0.852849704414218	-0.218443842812258	0.827083308612251	0.999958456413115	"Not_significant"
"BGIOSGA000271"	35.6083067527172	0.119253858563739	0.836555334416059	0.14255346138816	0.886642854416299	0.999958456413115	"Not_significant"
"BGIOSGA000272"	91.4740247637526	1.76674953718587	1.15946921456775	1.52375717698078	0.127569380536179	0.999958456413115	"Not_significant"
"BGIOSGA000273"	12.0673147750385	-0.968965613115224	1.13741193670781	-0.851903854569926	0.394267457291697	0.999958456413115	"Not_significant"
"BGIOSGA000274"	142.44289064462	-0.680308545826099	0.969469876750034	-0.701732526343888	0.482845984484083	0.999958456413115	"Not_significant"
"BGIOSGA000275"	146.393010568163	-0.508314331097392	0.812430900344222	-0.625670848907916	0.53153085756589	0.999958456413115	"Not_significant"
"BGIOSGA000277"	174.718641823513	-0.269922197711241	0.554569582760885	-0.486723769391484	0.626454098392888	0.999958456413115	"Not_significant"
"BGIOSGA000279"	3607.00201971116	0.278798809966179	0.72512026204449	0.384486304630491	0.700618044632315	0.999958456413115	"Not_significant"
"BGIOSGA000280"	80.1550701937897	0.165806849633293	0.845117060028135	0.196193944573516	0.844458367486755	0.999958456413115	"Not_significant"
"BGIOSGA000283"	62.2441431229266	2.11882239849653	2.3283245358676	0.910020216621994	0.362811848118724	0.999958456413115	"Not_significant"
"BGIOSGA000285"	512.924988649389	0.213541599843228	0.70363601942104	0.303483042296402	0.761521768772655	0.999958456413115	"Not_significant"
"BGIOSGA000286"	23.5279687322407	0.729571347374507	1.42280810056611	0.512768620788863	0.608113182261775	0.999958456413115	"Not_significant"
"BGIOSGA000287"	507.133512042226	-0.316319570906902	0.684234406182365	-0.462297084228464	0.643868290299017	0.999958456413115	"Not_significant"
"BGIOSGA000290"	1898.8026742778	0.0333904877618329	1.02454039450621	0.0325906991475195	0.974000986897078	0.999958456413115	"Not_significant"
"BGIOSGA000291"	372.311829094543	0.517732232419379	0.574145290448077	0.901744281513357	0.367192724230044	0.999958456413115	"Not_significant"
"BGIOSGA000292"	194.587787346978	-0.309751016147207	0.648053495239157	-0.477971368756983	0.632670583367495	0.999958456413115	"Not_significant"
"BGIOSGA000293"	190.88579635399	-0.390399776842813	0.693625707850799	-0.562839255269917	0.573544346981988	0.999958456413115	"Not_significant"
"BGIOSGA000294"	282.027994981679	-0.0151937779943805	0.582000894155564	-0.0261061076485551	0.979172705525125	0.999958456413115	"Not_significant"
"BGIOSGA000298"	590.710066321248	-0.183372755608686	0.580296580057185	-0.315998339315761	0.752003768636126	0.999958456413115	"Not_significant"
"BGIOSGA000299"	260.328559649301	-1.06317630190769	1.3004469139313	-0.81754686832519	0.413615976701581	0.999958456413115	"Not_significant"
"BGIOSGA000301"	6507.81191570084	-1.04965131494187	0.612806144927693	-1.71286029624543	0.0867382441406494	0.999958456413115	"Not_significant"
"BGIOSGA000303"	47.774938354373	1.13407367847774	0.948129878828936	1.19611638004539	0.231651146355169	0.999958456413115	"Not_significant"
"BGIOSGA000304"	253.144422429022	0.492086181788004	0.783490538690639	0.628069079953886	0.5299586874142	0.999958456413115	"Not_significant"
"BGIOSGA000305"	128.11678948173	-0.856901304088176	0.847838938125318	-1.0106887824507	0.312165407642268	0.999958456413115	"Not_significant"
"BGIOSGA000306"	343.914669287866	-1.14596772805926	1.12033857734261	-1.02287625476348	0.306366357843788	0.999958456413115	"Not_significant"
"BGIOSGA000307"	118.73531765829	-0.82294728213011	0.795814259284351	-1.03409466785649	0.301091908770593	0.999958456413115	"Not_significant"
